ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: page_product_layout,Meta: page_product_youtube,Meta: product_full_screen_description_meta_box_check,Meta: _wpb_vc_js_status,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,
171,simple,,Sifona Tea Pink Unstitched Calamine Deight ELMAS LUXURY CHIFFON,1,1,visible,"<h4>Description</h4>
\nï Embroidered Chiffon Front Detailed With Sequins 0.80 Yard.
\nï Embroidered Daman For Front 0.80 Yard.
\nï Plain Chiffon For Back 0.80 Yard.
\nï Embroidered Daman For Back 0.80 Yard.
\nï Plain Chiffon Sleeves 0.70 Yard.
\nï Embroidered Bunch For Sleeves 1 Set.
\nï Embroidered Lace For Sleeves Cuff 1 Yard.
\nï Russian Crepe For Lining 2 Yards.
\nï Russian Crepe For Trouser 2.5 Yards.
\nï Embroidered Chiffon Dupatta 2.80 Yards.","<h4>Description</h4>
\nï Embroidered Chiffon Front Detailed With Sequins 0.80 Yard.
\nï Embroidered Daman For Front 0.80 Yard.
\nï Plain Chiffon For Back 0.80 Yard.
\nï Embroidered Daman For Back 0.80 Yard.
\nï Plain Chiffon Sleeves 0.70 Yard.
\nï Embroidered Bunch For Sleeves 1 Set.
\nï Embroidered Lace For Sleeves Cuff 1 Yard.
\nï Russian Crepe For Lining 2 Yards.
\nï Russian Crepe For Trouser 2.5 Yards.
\nï Embroidered Chiffon Dupatta 2.80 Yards.
\n
\n&nbsp;
\n
\nProduct Specailization
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">Sifona</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFSIF5CC15DF1ADC63</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">Sifona</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table"" style=""height: 35px;"" width=""341""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,7100,8995,"Women > Unstitched > Unstitched 3 Pcs Suit > 3 Pcs Suit, Women > Sofina, Women > Unstitched > Unstitched 3 Pcs Suit, Women","3 Pcs Suit, Sofina, Unstitched, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/27e488ef451186a72b2d558bf3b038a7-1.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/8f335e851d32ed1318c245a61fe08d95.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/27e488ef451186a72b2d558bf3b038a7.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/9f1532f53a6a02a55213bdcb192815c4.jpg",,,,,,,,,0,inherit,,off,FALSE,,,,,,,,,
176,simple,,Blue Unstitched 3 pcs Lawn Suit,1,1,visible,"<h4>Product Description:</h4>
\n<ul>
\n 	<li>Cotton Printed Dupatta</li>
\n 	<li>2.5 meters Cotton Printed Embroidered Shirt</li>
\n 	<li>3 meters</li>
\n 	<li>1 x Blue Unstitched 3 pcs Lawn Suit-TL-188 B -195628</li>
\n</ul>","<h4>Product Description:</h4>
\n<ul>
\n 	<li>Cotton Printed Dupatta</li>
\n 	<li>2.5 meters Cotton Printed Embroidered Shirt</li>
\n 	<li>3 meters</li>
\n 	<li>1 x Blue Unstitched 3 pcs Lawn Suit-TL-188 B -195628</li>
\n</ul>
\n<h4>Product Specialization</h4>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">GulAhmed</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFGUL5C77DC0204198</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">GULAHMED TEXTILES MILLS LIMITED</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">1.0000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,2000,2795,"Women > GulAhmed, Women > Lawn, Women > Unstitched, Women > Unstitched > Unstitched 3 Pcs Suit, Women","3 Pcs Suit, Gul Ahmid, Lawn, Unstitched, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/982cee13024615e637efe9dee034c2a3_3.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/61a3ffbab275f1705ef2a2b62bf0bfe7_3.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/136c97bcf16ccbbae7d1486d628d5ade_3.jpg",,,,,,,,,0,inherit,,off,FALSE,,,,,,,,,
180,simple,,Sitara Unstitched - 4 Pcs Sapna Lawn 5218 A Suit,1,1,visible,"<h4>Description</h4>
\n4 PCS Printed Ladies Suit
\n3 Meters Shirt + sleeves
\n2.5 Meter Dupatta
\n2.5 Meter Trouser
\nShirt: Lawn
\nDupatta: Lawn Trouser: Lawn","<h4>Description</h4>
\n4 PCS Printed Ladies Suit
\n3 Meters Shirt + sleeves
\n2.5 Meter Dupatta
\n2.5 Meter Trouser
\nShirt: Lawn
\nDupatta: Lawn
\n
\nTrouser: Lawn
\n<h4>Product Specialization</h4>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">Sitara</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFSIT5D02269C30CDF</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">Sitara Studio</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table"" style=""height: 35px;"" width=""345""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,1200,1525,"Women > Unstitched > Unstitched 3 Pcs Suit > 4 Pcs unstitiched, Women > Duppata|Shirt, Women > Sitra, Women","4 Pcs, Dupatta, Lawn, Shirt, Trouser, Unstitched, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/81817fe68ee796651e6fa8e300fb13d9_3_1.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/2f85f96b5072406bd5e8e531a3c82e4e_3.jpg",,,,,,,,,0,inherit,,off,FALSE,,,,,,,,,
183,variable,,IGNITE Womens Split Hem Slim Leg Jeans - Tinted,1,1,visible,"<h4>Product Descriptation</h4>
\n<pre style=""text-align: left;"">Good Quality Fabric
\nAttractive
\nStylish
\nUnique look</pre>","<h4>Product Descriptation</h4>
\n<pre style=""text-align: left;"">Good Quality Fabric
\nAttractive
\nStylish
\nUnique look</pre>
\n<h4>Product Specialization</h4>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">IGNITE</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFIGN5EBA6A6BEE103</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">IGNITE</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table"" style=""height: 35px;"" width=""344""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,,,Women > Jeans,"jeans, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/9d8cf5de11a45a96c19728b8614d7d3b.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/9d8cf5de11a45a96c19728b8614d7d3b.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/602d53aed31eab4df76d616082c135fa.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"26, 28, 30, 32, 34",1,0,,,,,
186,variation,,IGNITE Womens Split Hem Slim Leg Jeans - Tinted,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1000,1499,,,,,,,id:183,,,,,,0,,,,,Size,,,0,,,,,
187,variable,,Black & White Lillies Trousers,1,0,visible,"<h4>Features:</h4>
\n<ul>
\n 	<li>Colour: Black &amp; White</li>
\n 	<li>Material: Cotton</li>
\n 	<li>1x Black &amp; White Lillies Trousers-P2LIL</li>
\n</ul>","<h4>Features:</h4>
\n<ul>
\n 	<li>Colour: Black &amp; White</li>
\n 	<li>Material: Cotton</li>
\n 	<li>1x Black &amp; White Lillies Trousers-P2LIL</li>
\n</ul>
\n<h4>Product Specialization</h4>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table"" style=""height: 93px;"" width=""376""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">eStitch</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFEST5AD846A51DD6F</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">e Stitch</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,,,Women > Trousers,"pack of 2, Trouser, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/415a29754a6d6a7f06a5184214765ba2_1-1.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/415a29754a6d6a7f06a5184214765ba2_1-2.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/415a29754a6d6a7f06a5184214765ba2_1-1.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/415a29754a6d6a7f06a5184214765ba2_1.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"S, M, L, XL, XLL",1,0,,,,,
188,variation,,Black & White Lillies Trousers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1100,,,,,,,id:187,,,,,,0,,,,,Size,,,0,,,,,
192,variable,,Brands Mania Dark Blue Stretch Skinny Knees-BM-337,1,0,visible,"<h4>Product Description</h4>
\nï Colour: Blue|Black|Red
\n
\nï Material: Denim
\n
\nï Style: Dark Blue Patch at Knees","<h4>Product Description</h4>
\nï Colour: Blue|Black|Red
\n
\nï Material: Denim
\n
\nï Style: Dark Blue Patch at Knees
\n<h4>Product Specialization</h4>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table"" style=""height: 94px;"" width=""376""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">Brands Mania</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFBRA59AC021290FAB</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">Conceptions</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,,,"Women > Jeans, Women > Skinny, Women","jeans, Skinny, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/651c1446a8e33074addbee289ad8062d_12.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/651c1446a8e33074addbee289ad8062d_12-2.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/651c1446a8e33074addbee289ad8062d_12-1.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/651c1446a8e33074addbee289ad8062d_12.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"28, 30, 32",1,0,Color,"RED, BLUE, GREEN",1,0,
193,variation,,Brands Mania Dark Blue Stretch Skinny Knees-BM-337 - 28,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1100,1200,,,,,,,id:192,,,,,,0,,,,,Size,28,,0,Color,,,0,
197,variable,,IGNITE Womens Exposed Coin Pocket Jeans - Navy Blue,1,1,visible,"<h4>Description</h4>
\n<ul>
\n 	<li>Exposed fifth coin pocket. Slant front pockets.</li>
\n 	<li>Slim through hip and thigh.</li>
\n 	<li>Very subtle distressing detail.</li>
\n 	<li>All sizes are in inches and may have a tolerance of +/- 0.5""</li>
\n</ul>","<h4>Description</h4>
\n<ul>
\n 	<li>Exposed fifth coin pocket. Slant front pockets.</li>
\n 	<li>Slim through hip and thigh.</li>
\n 	<li>Very subtle distressing detail.</li>
\n 	<li>All sizes are in inches and may have a tolerance of +/- 0.5""</li>
\n</ul>
\n<h4>Product Specialization</h4>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table"" style=""height: 92px;"" width=""375""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">IGNITE</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFIGN5EBA6A8E34FAA</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">IGNITE</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,,,"Women > Jeans, Women > Skinny, Women","jeans, Skinny, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/cecfad5916fce3a8f5fb32bdb4387dea.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/855b410ac41eca9aa7389d9b2ee6113d.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/cecfad5916fce3a8f5fb32bdb4387dea.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"28, 30, 32, 34, 36",1,0,,,,,
198,variation,,IGNITE Womens Exposed Coin Pocket Jeans - Navy Blue,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1300,1489,,,,,,,id:197,,,,,,0,,,,,Size,,,0,,,,,
201,variable,,MONCLAR White Leather Pant,1,1,visible,"<h2>Features:</h2>
\n<ul>
\n 	<li>Colour: White</li>
\n 	<li>Fabric: Faux Leather</li>
\n 	<li>Comfortable fit</li>
\n 	<li>What's in the box?  1x White Leather Pant</li>
\n</ul>","<h2>Features:</h2>
\n<ul>
\n 	<li>Colour: White</li>
\n 	<li>Fabric: Faux Leather</li>
\n 	<li>Comfortable fit</li>
\n 	<li>What's in the box?  1x White Leather Pant</li>
\n</ul>
\n<h2>Product Specialization</h2>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">MONCLAR</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFMON5BCEC4DB773B9</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">Monclar</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table"" style=""height: 35px;"" width=""348""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,,,Women,"jeans, Leather Pant, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/8ebe83fa05f5226ec441ddaf54615309.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/womenpants.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/ec71b7ffd62ccd62d7ed58981bbec3d5.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/8ebe83fa05f5226ec441ddaf54615309.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"X, M, L, XL, XXL",1,0,,,,,
202,variation,,MONCLAR White Leather Pant,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1345,,,,,,,id:201,,,,,,0,,,,,Size,,,0,,,,,
206,variable,,Zardi Black Trouser With Gold Embroidery,1,0,visible,"<h2>Description</h2>
\n<ul>
\n 	<li>Colour: Black Material:</li>
\n 	<li>Cotton Comfortable Soft fabric Trendy Great quality</li>
\n 	<li>Black Trouser With Gold Embroidery - KT35</li>
\n</ul>","<h2>Description</h2>
\n<ul>
\n 	<li>Colour: Black Material:</li>
\n 	<li>Cotton Comfortable Soft fabric Trendy Great quality</li>
\n 	<li>Black Trouser With Gold Embroidery - KT35</li>
\n</ul>
\n<h2>Product Specialization</h2>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table"" style=""height: 94px;"" width=""366""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">Zardi</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFZAR5C485FFFD0D7D</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">ZARDI</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,0,,,0,0,,,,,1,,,,"Women > Trousers, Women","Trouser, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/2bfaf3c5b217e19e7f3d2332507f8730_4.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/4027f21b762db4316e9d4f5f99aa1107_4.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/6fe0f32cd32e304ce449368b34cbdcd5_4.png, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/2bfaf3c5b217e19e7f3d2332507f8730_4.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"Small, Medium, Large",1,0,,,,,
207,variation,,Zardi Black Trouser With Gold Embroidery,1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,995,,,,,,,id:206,,,,,,0,,,,,Size,,,0,,,,,
211,variable,,Net and Silk Party wear maxi dress,1,1,visible,"<h2>Product Description</h2>
\n<ul>
\n 	<li>Fashionable</li>
\n 	<li>Export Quality</li>
\n 	<li>Soft &amp; Comfortable</li>
\n 	<li>Genre: Girls &amp; Women</li>
\n 	<li>Item Type: Maxi</li>
\n 	<li>Material: materal SILK and ne</li>
\n</ul>","<h2>Product Description</h2>
\nmaxi dress - long maxi dress - bridal maxi dress - western maxi dress - western dress - maxi dresses for women – women western dresses – women ball gown - white ball gown – ball gowns – cancan maxi dress – can can maxi dress – gowns for ladies – prom maxi dress – western bridal dress – western party wear – western ball gown – western bride dress – evening dress for her.
\n<h2>Product Specialization</h2>
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">United Traders</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFUNI5E874D5C30EB1</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">United Traders</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table"" style=""height: 29px;"" width=""344""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">1.0000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,,,Women,"maxi, partydress, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/6865f9c1873e60eb5b587854ffbc874d.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/66b5b31b51c1a48f7a4f4cf80efcf102.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/6865f9c1873e60eb5b587854ffbc874d.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"Small, Medium, Large",1,0,,,,,
212,variation,,Net and Silk Party wear maxi dress,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5000,,,,,,,id:211,,,,,,0,,,,,Size,,,0,,,,,
215,variable,,Charji Shop Red Lace Chiffon Maxi,1,0,visible,"<h2>Features:</h2>
\n<ul>
\n 	<li>Colour:Red</li>
\n 	<li>Material:Chiffon</li>
\n 	<li>Red Lace Chiffon Maxi for Women
\n100% Brand New with hang tag.
\nColor: Single color available as pictures showing.</li>
\n</ul>","<h2>Features:</h2>
\n<ul>
\n 	<li>Colour:Red</li>
\n 	<li>Material:Chiffon</li>
\n 	<li>Red Lace Chiffon Maxi for Women
\n100% Brand New with hang tag.
\nColor: Single color available as pictures showing.</li>
\n</ul>
\nProduct Specialization:
\n<table id=""product-attribute-specs-table-1"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first odd"">
\n<td class=""col-heading red"">General</td>
\n<td class=""label col-heading"">Brand</td>
\n<td class=""data  last"">Charji Shop</td>
\n</tr>
\n<tr class=""even"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">SKU</td>
\n<td class=""data  last"">WOFCHA5A7D9D73A2873</td>
\n</tr>
\n<tr class=""last odd"">
\n<td class=""col-heading red""></td>
\n<td class=""label col-heading"">Vendor</td>
\n<td class=""data  last"">Charji Shop</td>
\n</tr>
\n</tbody>
\n</table>
\n<table id=""product-attribute-specs-table-2"" class=""table-bordered product-attribute table""><colgroup><col width=""18%"" /><col width=""18%"" /><col width=""64%"" /></colgroup>
\n<tbody>
\n<tr class=""first last odd"">
\n<td class=""col-heading red"">Features</td>
\n<td class=""label col-heading"">Weight</td>
\n<td class=""data  last"">0.5000</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,,,0,0,,,,,1,,,,"Women > maxi, Women","maxi, women",,"http://127.0.0.1/wordpress/wp-content/uploads/2020/05/91f54c03bb7267c3dad54bb4dc5c4a70_4.jpg, http://127.0.0.1/wordpress/wp-content/uploads/2020/05/91f54c03bb7267c3dad54bb4dc5c4a70_4.jpg",,,,,,,,,0,inherit,,off,FALSE,Size,"Small, Medium, large",1,0,,,,,
217,variation,,Charji Shop Red Lace Chiffon Maxi,1,0,visible,,,,6/3/2020 23:59,taxable,parent,1,,,0,0,,,,,0,,5000,5999,,,,,,,id:215,,,,,,0,,,,,Size,,,0,,,,,
